age,city,dist,gender,make,year,model,new_used,quote
42,Pickering,7946,f,nissan,2012,micro,used,114.8553758162863
60,Kelowna,19827,f,honda,2000,civic,used,114.8553758162863
44,Newmarket,21413,m,toyota,2004,camry,used,252.18471056499916
70,Prince George,14413,f,mercedes,2013,g,used,125.27334469175632
44,Kamloops,14483,m,mercedes,1998,c,used,262.6026794404692
46,Greater Sudbury,5616,m,mercedes,1998,c,used,231.87335996898696
36,Medicine Hat,10262,m,honda,2011,civic,used,252.18471056499916
53,Oakville,1801,m,mercedes,2011,c,used,260.16327943303196
20,Mirabel,14705,f,bmw,2002,i8,used,347.4677267583104
51,Langley,9003,f,chevy,2019,malibu,new,114.8553758162863
46,Saint-Hyacinthe,23453,f,nissan,1999,micro,used,114.8553758162863
46,Halifax,19739,f,toyota,2019,corrola,new,84.12605634480404
72,Greater Sudbury,13365,m,nissan,2008,mirano,used,221.45539109351694
66,Laval,16903,f,bmw,2016,i8,used,125.27334469175632
42,North Bay,10350,m,ford,2019,focus,new,252.18471056499916
21,New Westminster,19204,f,tesla,2013,s,used,341.32387820147187
64,North Bay,13352,f,gmc,2005,terrain,used,114.8553758162863
29,Oshawa,9202,f,toyota,2017,corrola,used,337.04975788284037
53,Trois-Rivieres,3750,m,nissan,2006,micro,used,252.18471056499916
40,Nanaimo,10907,m,nissan,2018,mirano,used,252.18471056499916
31,Kawartha Lakes,22098,m,ford,2017,f150,used,252.18471056499916
77,Caledon,21721,m,ford,2016,focus,used,221.45539109351694
72,Delta,15430,f,honda,2013,accord,used,84.12605634480404
72,Sarnia,24743,m,toyota,2013,corrola,used,252.18471056499916
53,Cambridge,21181,m,audi,2014,e-tron,used,231.87335996898696
65,St. Albert,13071,f,mercedes,2007,g,used,125.27334469175632
28,Sarnia,1541,m,audi,2001,r8,used,482.3576614995861
48,Sault Ste. Marie,16338,m,tesla,2013,x,used,256.45883088363064
77,Granby,17427,m,bmw,2007,i8,used,231.87335996898696
32,Mississauga,23979,m,acura,2005,rsx,used,256.45883088363064
74,Kingston,10399,m,gmc,2005,yukon,used,252.18471056499916
66,Chilliwack,20313,f,bmw,1998,i8,used,94.54402522027407
29,Brampton,2448,m,toyota,2018,camry,used,441.21037315263374
55,Mississauga,18340,f,chevy,2006,malibu,used,114.8553758162863
61,Gatineau,10623,f,audi,2018,r8,used,94.54402522027407
66,Saint-Hyacinthe,8940,m,mercedes,2005,c,used,262.6026794404692
30,St. Catharines,15989,f,ford,2000,f150,used,114.8553758162863
57,Markham,6628,f,ford,1999,explorer,used,114.8553758162863
45,Barrie,11288,f,acura,2008,mdx,used,88.40017666343549
45,Saint John,4447,m,bmw,1999,i8,used,262.6026794404692
25,Mirabel,20145,f,acura,2000,rsx,used,341.32387820147187
40,Chatham-Kent,20335,m,tesla,2019,3,new,225.7295114121484
69,Port Coquitlam,5598,f,audi,2001,e-tron,used,125.27334469175632
48,Whitby,24612,m,ford,2003,explorer,used,252.18471056499916
19,Grande Prairie,9129,f,tesla,2018,3,used,310.59455872998956
54,Longueuil,23881,m,mercedes,2012,s,used,262.6026794404692
18,Mirabel,8222,m,tesla,1999,s,used,478.65321295018475
28,Abbotsford,11474,f,chevy,2010,equinox,used,306.3204384113581
45,Whitby,10107,f,honda,2019,civic,new,114.8553758162863
30,Gatineau,21686,m,mercedes,2005,s,used,231.87335996898696
33,Sarnia,5601,f,ford,1998,explorer,used,114.8553758162863
83,Saint Albert,3796,f,honda,2004,accord,used,114.8553758162863
32,Vaughan,4635,m,toyota,2013,corrola,used,252.18471056499916
35,Terrebonne,18210,m,bmw,2004,i8,used,262.6026794404692
73,Saint-Jean-sur-Richelieu,6598,m,audi,1998,r8,used,262.6026794404692
51,Windsor,24755,f,tesla,2009,x,used,119.12949613491774
78,Kamloops,22972,m,honda,2006,accord,used,252.18471056499916
27,Norfolk County,15037,f,toyota,2008,camry,used,337.04975788284037
82,Lethbridge,21149,m,honda,1998,civic,used,252.18471056499916
66,St. Catharines,8524,m,honda,2003,civic,used,252.18471056499916
28,Sherbrooke,7457,f,ford,2007,explorer,used,337.04975788284037
83,Guelph,14678,m,audi,2000,r8,used,231.87335996898696
31,Waterloo,12927,m,tesla,2016,x,used,256.45883088363064
70,London,22845,f,tesla,2018,3,used,119.12949613491774
36,Sault Ste. Marie,6885,m,mercedes,2016,s,used,262.6026794404692
71,Sault Ste. Marie,6722,m,ford,2018,explorer,used,252.18471056499916
46,Windsor,19526,f,chevy,2002,equinox,used,114.8553758162863
36,Winnipeg,18242,m,bmw,1998,m3,used,262.6026794404692
83,North Vancouver,10592,f,chevy,2015,equinox,used,114.8553758162863
73,Newmarket,1761,f,bmw,2009,i8,used,122.83394468431906
20,Saint Albert,20749,m,mercedes,2008,g,used,484.79706150702333
61,Ajax,7200,m,audi,2019,e-tron,new,231.87335996898696
34,Clarington,14190,f,mercedes,2007,g,used,94.54402522027407
59,Hamilton,19736,m,honda,2001,civic,used,221.45539109351694
82,Winnipeg,20445,m,acura,2014,mdx,used,256.45883088363064
43,Caledon,12017,m,nissan,2007,mirano,used,221.45539109351694
44,Welland,14480,f,mercedes,2008,s,used,125.27334469175632
25,Brampton,24866,f,toyota,2013,camry,used,306.3204384113581
21,Wood Buffalo,16053,f,toyota,2007,camry,used,337.04975788284037
79,Cambridge,6545,m,audi,2012,e-tron,used,231.87335996898696
19,Coquitlam,13665,f,honda,2017,civic,used,306.3204384113581
72,North Bay,21586,f,ford,2018,focus,used,114.8553758162863
55,Cape Breton,4714,f,acura,2015,rsx,used,88.40017666343549
60,Thunder Bay,21612,f,gmc,2008,sierra,used,114.8553758162863
40,Saint-Jerome,6684,f,nissan,2007,mirano,used,114.8553758162863
34,Repentigny,18830,m,honda,2007,accord,used,252.18471056499916
84,Saint-Jean-sur-Richelieu,22851,m,tesla,2016,s,used,256.45883088363064
58,Red Deer,11440,f,honda,2009,civic,used,114.8553758162863
25,Richmond,5599,m,mercedes,2008,s,used,484.79706150702333
45,Abbotsford,4292,f,mercedes,2016,g,used,94.54402522027407
41,Coquitlam,17837,m,tesla,2019,3,new,225.7295114121484
75,Guelph,12789,f,audi,2001,e-tron,used,94.54402522027407
31,Ottawa,2020,m,bmw,2010,m3,used,260.16327943303196
41,Thunder Bay,22427,m,gmc,1999,sierra,used,252.18471056499916
32,Delta,5742,f,honda,2007,accord,used,84.12605634480404
33,Quebec City,10274,m,honda,2009,accord,used,252.18471056499916
77,Repentigny,17077,f,nissan,2004,mirano,used,114.8553758162863
45,Toronto,12377,m,tesla,2013,s,used,256.45883088363064
32,Pickering,18952,f,acura,2007,rsx,used,119.12949613491774
37,Edmonton,19242,f,ford,2018,f150,used,84.12605634480404
80,Halton Hills,8766,f,toyota,2002,corrola,used,84.12605634480404
79,Kawartha Lakes,4431,m,ford,1999,explorer,used,252.18471056499916
75,New Westminster,23687,f,bmw,2011,x5,used,125.27334469175632
47,Peterborough,24829,f,chevy,2010,equinox,used,114.8553758162863
34,Newmarket,11866,m,tesla,2011,s,used,256.45883088363064
48,Port Coquitlam,5517,f,honda,2008,civic,used,114.8553758162863
32,Saint-Jean-sur-Richelieu,7582,m,gmc,1999,sierra,used,252.18471056499916
25,Trois-Rivieres,6887,f,mercedes,2015,s,used,347.4677267583104
67,Cambridge,15782,m,mercedes,2015,c,used,231.87335996898696
25,Welland,20511,f,bmw,2000,m3,used,347.4677267583104
57,Blainville,5699,f,mercedes,2003,g,used,94.54402522027407
23,Saanich,5302,m,chevy,2015,malibu,used,474.37909263155325
26,Saint John,19349,m,chevy,2011,equinox,used,474.37909263155325
32,Barrie,9884,f,nissan,2008,mirano,used,84.12605634480404
80,Kelowna,24825,f,tesla,2016,s,used,119.12949613491774
74,Vancouver,8951,f,toyota,2008,camry,used,114.8553758162863
71,Hamilton,16050,m,ford,2005,explorer,used,221.45539109351694
81,Cape Breton,13814,f,honda,2016,accord,used,84.12605634480404
28,Wood Buffalo,18232,m,nissan,2011,micro,used,474.37909263155325
76,Richmond Hill,10245,m,acura,2015,mdx,used,256.45883088363064
58,Quebec City,17478,m,gmc,2009,terrain,used,252.18471056499916
35,Thunder Bay,7132,f,chevy,2017,equinox,used,114.8553758162863
48,Ajax,14493,f,acura,2018,mdx,used,88.40017666343549
24,Saskatoon,6979,f,acura,2019,rsx,new,341.32387820147187
81,Calgary,4411,m,bmw,2013,x5,used,231.87335996898696
28,Saint-Jerome,2769,f,audi,2009,e-tron,used,345.0283267508732
76,Airdrie,12304,f,tesla,1998,s,used,88.40017666343549
72,Montreal,4295,f,audi,2016,r8,used,125.27334469175632
41,North Vancouver,22044,f,honda,2011,civic,used,114.8553758162863
69,Burnaby,3790,m,acura,2001,mdx,used,225.7295114121484
48,Red Deer,15897,f,acura,1999,mdx,used,119.12949613491774
52,North Bay,2828,m,honda,2010,accord,used,249.74531055756196
27,St. Albert,5003,m,ford,1999,focus,used,474.37909263155325
83,Oshawa,10681,m,tesla,2006,x,used,256.45883088363064
32,St. Catharines,7916,m,honda,2013,civic,used,252.18471056499916
63,Barrie,9325,f,toyota,2011,camry,used,84.12605634480404
26,Richmond,5917,m,tesla,2001,x,used,478.65321295018475
59,Niagara Falls,1755,f,audi,2005,e-tron,used,122.83394468431906
38,Norfolk County,15134,f,honda,2013,civic,used,114.8553758162863
51,Thunder Bay,6949,m,bmw,2003,m3,used,262.6026794404692
78,Terrebonne,20779,f,ford,2001,focus,used,114.8553758162863
22,Barrie,10356,f,honda,2002,civic,used,306.3204384113581
71,Belleville,5473,f,chevy,1998,equinox,used,84.12605634480404
34,Mississauga,16434,m,acura,2005,mdx,used,256.45883088363064
62,Chatham-Kent,19256,m,chevy,2004,equinox,used,221.45539109351694
62,Ajax,4663,m,gmc,2018,sierra,used,221.45539109351694
65,Airdrie,4705,f,bmw,2005,m3,used,94.54402522027407
46,Welland,21950,m,tesla,2009,x,used,256.45883088363064
57,Calgary,20948,m,toyota,2005,camry,used,221.45539109351694
22,Guelph,20176,f,acura,2010,mdx,used,310.59455872998956
45,Vaughan,6928,f,audi,2011,e-tron,used,125.27334469175632
71,Guelph,11589,m,toyota,2003,corrola,used,221.45539109351694
44,Sherbrooke,22135,m,tesla,2001,x,used,256.45883088363064
25,Richmond Hill,2770,m,tesla,2018,s,used,476.21381294274744
36,Clarington,1436,f,honda,2002,civic,used,81.68665633736678
59,St. John,20016,f,audi,2015,e-tron,used,125.27334469175632
34,Kamloops,23392,m,acura,2006,rsx,used,256.45883088363064
70,Regina,17680,m,gmc,1998,yukon,used,252.18471056499916
48,Red Deer,22702,m,gmc,2014,yukon,used,252.18471056499916
28,Vaughan,13921,m,honda,2014,civic,used,474.37909263155325
62,Oshawa,1846,m,gmc,2010,terrain,used,249.74531055756196
18,Airdrie,20308,f,audi,2006,r8,used,316.73840728682814
27,Brantford,3445,f,toyota,2007,camry,used,306.3204384113581
72,Blainville,10399,m,audi,2014,r8,used,231.87335996898696
82,Mirabel,15980,m,gmc,2016,sierra,used,252.18471056499916
56,Abbotsford,7764,m,ford,2006,focus,used,221.45539109351694
56,Strathcona County,17889,f,nissan,2015,mirano,used,114.8553758162863
24,Maple Ridge,17549,m,toyota,2005,corrola,used,474.37909263155325
40,Caledon,14932,f,audi,2007,r8,used,94.54402522027407
79,Granby,8819,f,honda,2012,civic,used,84.12605634480404
53,Airdrie,17259,f,bmw,2002,m3,used,94.54402522027407
47,Coquitlam,22446,f,nissan,2000,micro,used,84.12605634480404
60,Drummondville,16193,f,chevy,1998,equinox,used,84.12605634480404
55,Richmond Hill,20759,m,nissan,2009,mirano,used,252.18471056499916
66,Brampton,19971,f,mercedes,2018,g,used,94.54402522027407
41,Repentigny,21422,f,honda,1999,civic,used,114.8553758162863
82,Cape Breton,7532,f,chevy,2003,malibu,used,84.12605634480404
40,Moncton,4942,f,tesla,2009,s,used,119.12949613491774
60,Sarnia,15557,f,nissan,2009,mirano,used,114.8553758162863
26,Belleville,22266,f,acura,2002,mdx,used,310.59455872998956
41,Burlington,10299,m,acura,2013,mdx,used,225.7295114121484
46,Saguenay,12215,f,chevy,2008,malibu,used,114.8553758162863
33,Abbotsford,14025,m,toyota,2019,corrola,new,221.45539109351694
62,Cape Breton,12400,m,mercedes,2018,s,used,231.87335996898696
64,Mirabel,16613,f,mercedes,2001,g,used,125.27334469175632
38,Halifax,19389,m,acura,2010,rsx,used,225.7295114121484
81,Repentigny,7559,m,acura,1998,rsx,used,256.45883088363064
49,Aurora,18068,f,nissan,2004,micro,used,84.12605634480404
81,Grande Prairie,21246,f,nissan,2009,mirano,used,84.12605634480404
20,Waterloo,17395,f,honda,2008,accord,used,337.04975788284037
50,Abbotsford,24006,m,bmw,2016,m3,used,231.87335996898696
45,St. John,15510,m,nissan,2007,micro,used,252.18471056499916
30,Fredericton,11932,m,bmw,2016,i8,used,231.87335996898696
46,Chatham-Kent,22278,f,tesla,2018,3,used,88.40017666343549
59,Airdrie,13994,m,toyota,2013,corrola,used,221.45539109351694
23,Kelowna,21960,f,mercedes,1998,g,used,347.4677267583104
59,Richmond,22468,f,acura,2011,rsx,used,119.12949613491774
41,Prince George,24015,m,honda,2010,civic,used,252.18471056499916
46,Guelph,3707,m,toyota,2008,corrola,used,221.45539109351694
76,Toronto,15646,m,toyota,2001,corrola,used,252.18471056499916
36,Winnipeg,20280,m,mercedes,2013,s,used,262.6026794404692
80,Vancouver,10566,m,acura,2015,mdx,used,256.45883088363064
75,Saguenay,14031,m,toyota,2010,corrola,used,252.18471056499916
63,Burnaby,5218,m,audi,2001,e-tron,used,231.87335996898696
19,Caledon,9354,f,gmc,2006,yukon,used,306.3204384113581
42,Delta,14687,m,mercedes,2011,c,used,231.87335996898696
43,Kawartha Lakes,4193,f,tesla,2006,3,used,119.12949613491774
37,Peterborough,10573,m,chevy,2012,equinox,used,252.18471056499916
66,Pickering,24830,f,nissan,2014,micro,used,114.8553758162863
49,Longueuil,18163,m,tesla,1999,s,used,256.45883088363064
73,Lethbridge,7678,m,ford,1999,explorer,used,252.18471056499916
78,North Bay,5914,m,audi,2009,r8,used,262.6026794404692
74,Nanaimo,5251,f,ford,1999,f150,used,114.8553758162863
81,Richmond,11641,m,honda,2001,accord,used,252.18471056499916
52,Saint John,3334,m,nissan,2010,mirano,used,252.18471056499916
83,Aurora,7995,m,gmc,2019,yukon,new,221.45539109351694
49,Port Coquitlam,5010,m,mercedes,2007,s,used,262.6026794404692
73,Aurora,11855,m,gmc,2002,terrain,used,221.45539109351694
47,Airdrie,6256,m,mercedes,2007,s,used,231.87335996898696
55,Saint John,12906,f,acura,2012,mdx,used,119.12949613491774
56,Mirabel,13364,f,acura,1999,rsx,used,119.12949613491774
55,Niagara Falls,10622,f,tesla,2008,s,used,119.12949613491774
49,Surrey,4134,f,mercedes,2012,g,used,125.27334469175632
35,Calgary,18716,f,toyota,2004,camry,used,84.12605634480404
64,St. John,11179,f,mercedes,2003,c,used,125.27334469175632
83,Repentigny,1365,m,mercedes,2017,c,used,260.16327943303196
64,Ajax,4803,m,honda,2003,accord,used,221.45539109351694
28,Brantford,2750,m,honda,2009,civic,used,441.21037315263374
50,Belleville,7008,f,gmc,2004,sierra,used,84.12605634480404
41,Blainville,20703,f,ford,2008,focus,used,84.12605634480404
78,Milton,21737,f,acura,2012,rsx,used,119.12949613491774
76,Guelph,22763,m,nissan,2002,mirano,used,221.45539109351694
58,Welland,18009,m,mercedes,2019,s,new,262.6026794404692
36,Drummondville,11935,f,nissan,2007,micro,used,84.12605634480404
54,Saguenay,15138,m,tesla,2001,x,used,256.45883088363064
41,North Bay,13546,f,toyota,2011,corrola,used,114.8553758162863
21,Medicine Hat,19479,f,honda,2006,civic,used,337.04975788284037
69,Quebec City,20420,m,nissan,2010,micro,used,252.18471056499916
38,Ajax,8648,f,mercedes,1998,c,used,94.54402522027407
62,Maple Ridge,8398,m,mercedes,2003,s,used,262.6026794404692
67,Newmarket,7192,f,gmc,2001,yukon,used,114.8553758162863
79,Longueuil,13050,f,honda,2018,accord,used,114.8553758162863
37,Maple Ridge,8701,m,toyota,2008,corrola,used,252.18471056499916
25,Milton,22881,m,mercedes,2014,g,used,484.79706150702333
52,Thunder Bay,12566,m,audi,2006,r8,used,262.6026794404692
57,Prince George,21545,m,acura,2011,rsx,used,256.45883088363064
84,Langley,1215,f,nissan,2006,micro,used,112.41597580884904
41,Drummondville,9259,m,acura,2018,rsx,used,225.7295114121484
42,Ajax,8904,f,chevy,1998,malibu,used,84.12605634480404
41,Brossard,14501,m,bmw,2017,m3,used,231.87335996898696
51,Whitby,3143,m,audi,2002,e-tron,used,262.6026794404692
35,Saint Albert,22893,f,audi,2010,r8,used,125.27334469175632
61,Cambridge,20021,m,audi,2018,r8,used,231.87335996898696
45,Barrie,24091,m,nissan,2008,mirano,used,221.45539109351694
30,Hamilton,13271,f,acura,2009,mdx,used,88.40017666343549
62,Regina,5252,f,nissan,2002,micro,used,114.8553758162863
23,Ottawa,18880,m,toyota,2016,camry,used,474.37909263155325
21,Saint Albert,2310,f,audi,2015,r8,used,345.0283267508732
33,Grande Prairie,16961,f,chevy,1998,equinox,used,84.12605634480404
60,Chatham-Kent,21803,m,audi,2007,e-tron,used,231.87335996898696
65,North Bay,22438,f,acura,2010,mdx,used,119.12949613491774
55,Saskatoon,24171,f,ford,2018,explorer,used,114.8553758162863
56,Granby,9952,m,gmc,2009,yukon,used,221.45539109351694
32,Greater Sudbury,24516,f,mercedes,2004,g,used,94.54402522027407
81,Kitchener,8665,m,ford,2012,f150,used,252.18471056499916
55,Drummondville,24204,m,bmw,2011,m3,used,231.87335996898696
71,Richmond Hill,5661,f,ford,2002,explorer,used,114.8553758162863
25,Brantford,17138,f,tesla,2002,3,used,310.59455872998956
66,Coquitlam,13664,m,honda,2017,accord,used,221.45539109351694
30,Delta,13151,f,tesla,2016,3,used,88.40017666343549
65,Strathcona County,23000,f,acura,2001,rsx,used,119.12949613491774
56,Newmarket,14566,m,mercedes,2014,c,used,262.6026794404692
32,Granby,12110,m,mercedes,2013,g,used,231.87335996898696
73,Chilliwack,10864,f,bmw,2007,x5,used,94.54402522027407
20,London,19667,m,gmc,2013,terrain,used,474.37909263155325
30,Saanich,6329,m,ford,2008,explorer,used,252.18471056499916
78,London,15127,m,chevy,2015,malibu,used,252.18471056499916
