age,city,dist,gender,make,year,model,new_used,quote
31,Halton Hills,19419,f,bmw,2005,x5,used,453.6748855265594
46,Regina,23825,f,gmc,2019,terrain,new,410.04003293560464
21,Trois-Rivieres,17023,m,mercedes,2011,s,used,2117.093818716159
61,Windsor,12208,f,mercedes,2012,s,used,462.75150530348395
22,Halifax,14853,m,honda,2000,civic,used,2055.3057265713555
36,Richmond Hill,9617,m,bmw,2006,m3,used,782.6204398807113
72,Belleville,5451,m,mercedes,2009,s,used,773.5438201037869
78,St. Catharines,21913,m,mercedes,2011,s,used,782.6204398807113
52,North Vancouver,10197,f,chevy,1999,malibu,used,410.04003293560464
82,Welland,17222,m,bmw,2001,i8,used,782.6204398807113
22,Kingston,6984,m,acura,1999,mdx,used,2085.364939615541
59,Trois-Rivieres,18883,m,tesla,1998,3,used,750.8915607800933
38,Newmarket,21132,m,audi,2004,r8,used,782.6204398807113
29,Sault Ste. Marie,19702,m,tesla,2019,x,new,2085.364939615541
40,Sault Ste. Marie,12180,f,toyota,2010,camry,used,410.04003293560464
74,Kingston,22304,m,tesla,2006,s,used,750.8915607800933
62,Terrebonne,7839,m,tesla,2010,3,used,750.8915607800933
70,Blainville,10878,m,bmw,2009,x5,used,773.5438201037869
39,Kingston,16813,f,audi,2000,r8,used,462.75150530348395
54,Aurora,12196,m,bmw,2019,i8,new,773.5438201037869
61,Mirabel,10514,f,ford,2013,focus,used,410.04003293560464
28,Mississauga,12294,f,tesla,2019,s,new,1765.4960050383136
61,St. John,10275,m,chevy,2018,equinox,used,729.9089675128321
53,Regina,18894,m,mercedes,2001,g,used,782.6204398807113
30,Belleville,22332,m,gmc,2006,yukon,used,720.8323477359075
27,Hamilton,5808,f,tesla,2014,3,used,1756.4193852613892
41,Kamloops,20908,f,ford,2014,f150,used,410.04003293560464
49,Peterborough,4892,m,bmw,1998,m3,used,782.6204398807113
25,Richmond Hill,3444,f,audi,2012,r8,used,1797.2248841389319
55,Moncton,2331,m,audi,2006,r8,used,631.7299545073901
62,Kingston,17353,m,nissan,2008,mirano,used,729.9089675128321
26,St. Catharines,8910,m,gmc,2005,terrain,used,2064.38234634828
34,Delta,7971,f,mercedes,2000,c,used,453.6748855265594
71,Sault Ste. Marie,12779,f,honda,2003,civic,used,410.04003293560464
77,Langley,23951,m,bmw,2016,x5,used,782.6204398807113
35,Delta,17843,f,chevy,1999,malibu,used,400.9634131586801
77,Winnipeg,10162,f,acura,2016,mdx,used,431.0226262028659
56,Red Deer,19903,f,toyota,2011,corrola,used,410.04003293560464
79,Victoria,6036,m,toyota,2017,corrola,used,729.9089675128321
58,Langley,9885,f,honda,2013,accord,used,410.04003293560464
56,Kingston,6331,f,tesla,2000,s,used,431.0226262028659
78,Fredericton,3113,m,ford,2011,f150,used,720.8323477359075
77,Brossard,6992,m,nissan,1998,mirano,used,720.8323477359075
64,Fredericton,19767,f,mercedes,2002,c,used,453.6748855265594
56,Kamloops,18219,f,gmc,2010,terrain,used,410.04003293560464
26,London,22870,m,chevy,2014,malibu,used,2064.38234634828
72,North Bay,22504,m,bmw,2019,x5,new,782.6204398807113
30,Clarington,23160,m,nissan,2019,micro,new,720.8323477359075
74,Mirabel,11252,f,mercedes,2000,c,used,462.75150530348395
65,Calgary,16286,m,ford,2013,explorer,used,720.8323477359075
36,Cambridge,17929,m,mercedes,2018,s,used,773.5438201037869
33,Regina,19094,f,chevy,2017,equinox,used,410.04003293560464
70,Coquitlam,21970,m,toyota,2009,camry,used,720.8323477359075
84,Chatham-Kent,5574,m,gmc,1999,terrain,used,720.8323477359075
61,Saguenay,2677,m,mercedes,2006,c,used,631.7299545073901
73,Saint-Jean-sur-Richelieu,23228,f,toyota,1999,corrola,used,410.04003293560464
54,Sarnia,23596,f,gmc,1999,terrain,used,410.04003293560464
79,Blainville,7833,f,audi,2015,e-tron,used,453.6748855265594
47,New Westminster,13041,m,tesla,2002,s,used,750.8915607800933
55,Vaughan,8670,f,toyota,2009,corrola,used,410.04003293560464
68,Laval,24851,f,mercedes,2015,g,used,462.75150530348395
34,Saint-Hyacinthe,3730,f,ford,2016,explorer,used,410.04003293560464
18,North Bay,18196,f,chevy,1999,malibu,used,1744.5134117710525
81,Niagara Falls,20404,f,toyota,2000,camry,used,410.04003293560464
24,Langley,11370,m,gmc,2018,terrain,used,2064.38234634828
42,Calgary,24630,f,toyota,2019,camry,new,400.9634131586801
40,Norfolk County,16622,f,honda,2011,accord,used,410.04003293560464
77,Chilliwack,19899,f,nissan,2002,micro,used,400.9634131586801
30,Richmond,17435,m,acura,2000,rsx,used,750.8915607800933
57,Aurora,12895,f,audi,2005,e-tron,used,453.6748855265594
19,Mississauga,7995,m,ford,2011,f150,used,2064.38234634828
28,Richmond Hill,18963,m,audi,2000,e-tron,used,2117.093818716159
47,Regina,13051,f,ford,2011,f150,used,410.04003293560464
68,Winnipeg,11934,m,acura,2003,rsx,used,750.8915607800933
74,Moncton,16441,m,chevy,2013,malibu,used,729.9089675128321
52,Moncton,23415,f,honda,2012,civic,used,410.04003293560464
61,Brampton,11283,m,toyota,2009,camry,used,720.8323477359075
84,Whitby,3385,f,nissan,2000,micro,used,410.04003293560464
79,Delta,24740,m,honda,2011,accord,used,720.8323477359075
18,Victoria,10603,m,toyota,2006,corrola,used,2064.38234634828
64,Saskatoon,19886,m,honda,2001,accord,used,729.9089675128321
29,Chatham-Kent,9480,m,bmw,2000,x5,used,2108.0171989392347
24,Richmond Hill,20802,f,honda,2016,civic,used,1744.5134117710525
19,Welland,21086,m,tesla,2001,3,used,2085.364939615541
79,Aurora,17583,m,tesla,2010,3,used,741.8149410031688
76,Kamloops,24463,f,mercedes,2004,s,used,462.75150530348395
73,Guelph,2808,f,gmc,2007,sierra,used,250.07292778535876
62,Milton,24212,m,toyota,2001,camry,used,729.9089675128321
63,Cape Breton,15603,f,chevy,2015,malibu,used,400.9634131586801
22,Kelowna,20474,f,honda,2017,accord,used,1744.5134117710525
82,Kelowna,8696,m,ford,2014,focus,used,729.9089675128321
22,Quebec City,11840,m,gmc,2011,sierra,used,2064.38234634828
58,Richmond,18138,f,ford,2015,focus,used,410.04003293560464
22,Granby,14609,f,nissan,2019,mirano,new,1735.436791994128
77,North Vancouver,18500,f,gmc,2018,sierra,used,410.04003293560464
79,Fredericton,12412,f,acura,2010,rsx,used,421.94600642594145
84,Pickering,12367,f,ford,1998,explorer,used,410.04003293560464
74,Wood Buffalo,17370,m,chevy,2010,malibu,used,729.9089675128321
21,Saint Catharines,2004,f,honda,2011,accord,used,1593.6229263977311
40,Saanich,20609,m,toyota,2013,camry,used,729.9089675128321
58,Hamilton,9329,m,audi,2010,r8,used,773.5438201037869
20,Niagara Falls,24663,f,acura,2000,mdx,used,1765.4960050383136
18,Mirabel,2187,f,ford,1998,focus,used,1593.6229263977311
23,Greater Sudbury,2446,f,chevy,1999,equinox,used,1584.5463066208067
52,Montreal,4347,m,ford,2001,f150,used,729.9089675128321
34,Niagara Falls,11547,f,bmw,2011,m3,used,462.75150530348395
54,Windsor,8639,m,acura,2016,rsx,used,750.8915607800933
47,Vaughan,8168,f,honda,2006,civic,used,410.04003293560464
45,Airdrie,4163,m,honda,1998,civic,used,720.8323477359075
53,Cape Breton,3187,m,nissan,2018,mirano,used,720.8323477359075
56,Windsor,22133,m,gmc,2016,terrain,used,729.9089675128321
42,Caledon,6556,m,audi,2017,e-tron,used,773.5438201037869
40,Saint Catharines,11214,f,toyota,2011,camry,used,410.04003293560464
32,Lethbridge,24447,m,acura,2000,rsx,used,750.8915607800933
69,Vaughan,7388,m,chevy,2003,malibu,used,729.9089675128321
53,Sherbrooke,18341,m,chevy,2008,malibu,used,729.9089675128321
81,Sault Ste. Marie,16877,f,bmw,2013,i8,used,462.75150530348395
77,Repentigny,5038,f,mercedes,2008,c,used,462.75150530348395
77,Cambridge,8127,m,honda,2017,accord,used,720.8323477359075
70,Brantford,9590,f,chevy,2015,equinox,used,400.9634131586801
31,Thunder Bay,7238,f,toyota,2000,camry,used,410.04003293560464
60,Fredericton,11489,m,mercedes,2006,g,used,773.5438201037869
66,Strathcona County,15369,f,acura,2012,mdx,used,431.0226262028659
21,Whitby,24462,m,honda,2012,accord,used,2064.38234634828
50,Wood Buffalo,8932,f,audi,2008,r8,used,462.75150530348395
35,Brossard,23197,m,ford,2005,f150,used,720.8323477359075
42,Medicine Hat,2093,f,acura,2013,rsx,used,280.1321408295446
84,Lethbridge,21048,m,tesla,2004,x,used,750.8915607800933
34,Norfolk County,12094,f,mercedes,2009,g,used,462.75150530348395
25,Saguenay,24857,m,mercedes,1999,c,used,2117.093818716159
82,Granby,23157,m,gmc,2009,terrain,used,720.8323477359075
64,Richmond,3226,m,gmc,2001,terrain,used,729.9089675128321
71,Brossard,17998,m,nissan,2017,micro,used,720.8323477359075
32,Whitby,6144,f,mercedes,2011,g,used,462.75150530348395
67,Strathcona County,8024,m,nissan,2018,micro,used,729.9089675128321
30,Saint-Jerome,2297,m,toyota,2006,camry,used,579.0184821395106
83,Saint-Hyacinthe,5123,f,audi,2012,e-tron,used,462.75150530348395
72,Kawartha Lakes,14988,m,gmc,2010,sierra,used,729.9089675128321
82,New Westminster,4801,f,ford,2012,f150,used,410.04003293560464
27,Blainville,22540,m,acura,2003,rsx,used,2076.2883198386166
82,Saskatoon,23853,m,chevy,2005,malibu,used,729.9089675128321
48,Hamilton,10798,f,chevy,2004,malibu,used,400.9634131586801
55,Windsor,9826,m,tesla,2005,s,used,750.8915607800933
63,Calgary,1628,f,toyota,2016,camry,used,250.07292778535876
70,Milton,23253,f,chevy,2004,malibu,used,410.04003293560464
30,Cambridge,24090,m,bmw,2018,i8,used,773.5438201037869
52,Saint-Hyacinthe,13231,m,tesla,2009,3,used,750.8915607800933
41,Saint-Hyacinthe,14837,m,tesla,2012,x,used,750.8915607800933
56,Markham,6056,m,gmc,2017,yukon,used,729.9089675128321
39,Medicine Hat,10325,m,chevy,2005,equinox,used,729.9089675128321
22,Caledon,2318,m,toyota,2002,camry,used,1904.415241198034
44,Sherbrooke,23278,f,ford,2007,explorer,used,410.04003293560464
22,Winnipeg,10438,f,tesla,2001,3,used,1765.4960050383136
58,Kitchener,19168,f,tesla,2015,s,used,431.0226262028659
57,Vancouver,6151,m,chevy,2007,equinox,used,729.9089675128321
56,Fredericton,9736,f,tesla,1999,s,used,421.94600642594145
30,Longueuil,8466,f,tesla,2008,3,used,431.0226262028659
36,Terrebonne,2529,f,audi,2006,r8,used,311.8610199301626
74,Victoria,9394,f,gmc,2001,yukon,used,410.04003293560464
58,Terrebonne,23505,m,bmw,2019,m3,new,782.6204398807113
78,Milton,21332,f,chevy,2010,equinox,used,410.04003293560464
41,Wood Buffalo,9960,m,bmw,2008,m3,used,782.6204398807113
83,St. Catharines,13649,f,honda,2011,civic,used,410.04003293560464
48,Newmarket,20955,m,nissan,2011,micro,used,729.9089675128321
39,Maple Ridge,7846,m,mercedes,2005,c,used,782.6204398807113
69,New Westminster,11322,m,bmw,2002,x5,used,782.6204398807113
69,Clarington,23761,f,mercedes,2010,g,used,453.6748855265594
73,Sarnia,8992,f,acura,2002,rsx,used,431.0226262028659
54,Saguenay,2732,m,toyota,1999,camry,used,579.0184821395106
81,Cape Breton,15599,m,bmw,2012,x5,used,773.5438201037869
77,Terrebonne,22309,m,chevy,2014,malibu,used,729.9089675128321
79,Airdrie,18220,f,gmc,2002,yukon,used,400.9634131586801
18,Repentigny,20638,m,gmc,2002,yukon,used,2064.38234634828
36,Quebec City,9706,m,ford,2005,explorer,used,729.9089675128321
22,Trois-Rivieres,15164,m,nissan,2015,mirano,used,2064.38234634828
48,Niagara Falls,4676,m,bmw,2003,i8,used,782.6204398807113
55,Vaughan,12522,m,nissan,2017,mirano,used,729.9089675128321
67,Kamloops,16848,m,nissan,2014,micro,used,729.9089675128321
82,Saanich,22228,m,toyota,2017,camry,used,729.9089675128321
33,Saint John,10218,f,bmw,1998,i8,used,462.75150530348395
51,Mississauga,24174,f,ford,2003,explorer,used,410.04003293560464
64,Newmarket,23463,f,honda,2014,civic,used,410.04003293560464
62,Kitchener,10850,m,honda,2017,accord,used,729.9089675128321
74,Kelowna,11965,m,nissan,2013,micro,used,729.9089675128321
58,Nanaimo,20293,f,toyota,2001,corrola,used,410.04003293560464
23,Guelph,18617,m,audi,2019,r8,new,2108.0171989392347
32,Peterborough,11458,m,toyota,2012,camry,used,729.9089675128321
36,Port Coquitlam,12586,m,nissan,2013,mirano,used,729.9089675128321
71,Winnipeg,13508,f,chevy,2013,equinox,used,410.04003293560464
66,Burnaby,20301,m,acura,2019,mdx,new,741.8149410031688
19,Burnaby,17346,m,mercedes,2018,s,used,2108.0171989392347
39,Calgary,5288,f,bmw,2012,x5,used,453.6748855265594
32,Saint John,10102,m,nissan,2009,mirano,used,729.9089675128321
34,Milton,1713,m,ford,2016,explorer,used,579.0184821395106
32,Saint-Jerome,13862,m,honda,2013,accord,used,729.9089675128321
47,Port Coquitlam,6900,f,chevy,2018,equinox,used,410.04003293560464
31,Moncton,7055,f,chevy,2005,malibu,used,410.04003293560464
34,Vaughan,14397,m,nissan,2006,mirano,used,729.9089675128321
79,Blainville,10060,f,bmw,2010,x5,used,453.6748855265594
59,Saint-Jean-sur-Richelieu,21480,f,toyota,2018,corrola,used,410.04003293560464
26,Newmarket,22649,f,ford,2000,explorer,used,1744.5134117710525
20,Port Coquitlam,7597,m,ford,2012,focus,used,2064.38234634828
47,Montreal,2404,f,toyota,1998,camry,used,259.1495475622833
35,Edmonton,22880,m,chevy,2014,malibu,used,720.8323477359075
66,Winnipeg,23197,f,ford,2011,explorer,used,410.04003293560464
58,Saint-Jean-sur-Richelieu,24619,m,tesla,1999,s,used,750.8915607800933
56,Niagara Falls,8925,m,honda,1999,accord,used,729.9089675128321
41,New Westminster,3214,m,audi,2010,e-tron,used,782.6204398807113
50,Aurora,14143,m,bmw,2005,x5,used,773.5438201037869
69,Windsor,17927,f,nissan,2004,mirano,used,410.04003293560464
58,Moncton,3633,f,mercedes,2002,s,used,462.75150530348395
48,Strathcona County,14936,m,audi,1998,e-tron,used,782.6204398807113
25,Thunder Bay,1884,f,nissan,2003,micro,used,1593.6229263977311
48,Sherbrooke,8773,f,gmc,2019,yukon,new,410.04003293560464
29,Belleville,19418,m,gmc,2003,terrain,used,2055.3057265713555
18,Laval,6165,m,audi,2005,e-tron,used,2117.093818716159
75,Sarnia,12686,m,chevy,2009,equinox,used,729.9089675128321
34,Saint-Hyacinthe,1839,m,audi,2016,e-tron,used,631.7299545073901
54,Whitby,16781,f,gmc,2000,yukon,used,410.04003293560464
58,Kamloops,14086,f,acura,2016,mdx,used,431.0226262028659
67,Moncton,5888,f,nissan,2019,micro,new,410.04003293560464
52,Halton Hills,10297,f,mercedes,2017,s,used,453.6748855265594
32,Richmond Hill,5392,f,honda,2012,civic,used,410.04003293560464
78,Saint-Jerome,6346,f,acura,2007,mdx,used,431.0226262028659
49,Niagara Falls,6706,f,acura,2004,rsx,used,431.0226262028659
33,Regina,8655,f,ford,2008,focus,used,410.04003293560464
28,Medicine Hat,17875,f,bmw,2016,m3,used,1797.2248841389319
44,Whitby,20324,f,mercedes,2003,g,used,462.75150530348395
67,Pickering,15502,f,acura,2018,mdx,used,431.0226262028659
67,Gatineau,5003,m,toyota,2012,camry,used,720.8323477359075
82,Windsor,18164,f,gmc,2007,sierra,used,410.04003293560464
51,Halton Hills,9221,f,nissan,2006,mirano,used,400.9634131586801
83,Burlington,21516,m,chevy,2019,equinox,new,720.8323477359075
68,Kamloops,17057,f,nissan,2001,mirano,used,410.04003293560464
74,Vancouver,10364,f,tesla,2006,x,used,431.0226262028659
25,Saint-Hyacinthe,21349,f,tesla,2019,s,new,1765.4960050383136
76,Maple Ridge,17883,f,mercedes,2009,c,used,462.75150530348395
84,Edmonton,9725,f,chevy,2016,malibu,used,400.9634131586801
82,Greater Sudbury,15597,m,nissan,2019,micro,new,720.8323477359075
54,Hamilton,19994,f,bmw,2018,m3,used,453.6748855265594
43,St. Albert,9547,m,acura,2008,rsx,used,750.8915607800933
46,Mirabel,4289,f,nissan,2013,micro,used,410.04003293560464
71,Repentigny,11073,f,toyota,2007,camry,used,410.04003293560464
72,Fredericton,24775,m,ford,2006,f150,used,720.8323477359075
82,Saint-Jerome,6625,f,honda,2002,accord,used,410.04003293560464
47,Lethbridge,23800,m,nissan,2005,micro,used,729.9089675128321
72,Newmarket,13250,f,nissan,1998,mirano,used,410.04003293560464
52,Kelowna,1744,f,gmc,2019,sierra,new,259.1495475622833
41,St. Catharines,20681,m,gmc,2005,sierra,used,729.9089675128321
49,St. John,5184,f,chevy,2011,equinox,used,410.04003293560464
27,Victoria,2199,m,honda,2014,accord,used,1913.4918609749584
39,New Westminster,23951,f,bmw,2006,m3,used,462.75150530348395
66,Drummondville,9635,m,gmc,2017,sierra,used,720.8323477359075
56,Blainville,12113,m,nissan,2018,mirano,used,720.8323477359075
22,Kitchener,3980,m,honda,2001,accord,used,2064.38234634828
40,Cambridge,19004,f,ford,2018,explorer,used,400.9634131586801
40,Mississauga,15474,m,bmw,2015,m3,used,782.6204398807113
24,North Vancouver,16273,m,honda,2003,civic,used,2064.38234634828
38,New Westminster,20974,m,mercedes,2004,c,used,782.6204398807113
27,Sherbrooke,5920,m,nissan,2015,micro,used,2064.38234634828
48,Saint Albert,13554,m,tesla,2018,3,used,750.8915607800933
20,Cape Breton,6337,f,acura,2011,mdx,used,1756.4193852613892
40,Whitby,6195,f,audi,2000,r8,used,462.75150530348395
18,Mississauga,16432,f,honda,2015,civic,used,1744.5134117710525
70,North Vancouver,4221,f,toyota,2010,corrola,used,410.04003293560464
52,Saint John,8443,f,tesla,2006,s,used,431.0226262028659
20,Aurora,11504,m,bmw,2008,x5,used,2108.0171989392347
41,Markham,13591,f,honda,2011,civic,used,410.04003293560464
36,Kitchener,18934,m,mercedes,2007,g,used,782.6204398807113
28,Halton Hills,10435,m,gmc,2005,yukon,used,2055.3057265713555
79,Clarington,12927,m,chevy,2019,equinox,new,720.8323477359075
80,Medicine Hat,20561,m,honda,2000,accord,used,729.9089675128321
84,Saanich,6408,m,acura,2009,rsx,used,750.8915607800933
50,Vancouver,18084,m,nissan,2011,mirano,used,729.9089675128321
49,Strathcona County,1951,f,honda,2016,civic,used,259.1495475622833
72,Maple Ridge,2727,f,gmc,2009,yukon,used,259.1495475622833
23,Edmonton,8318,m,toyota,2002,camry,used,2055.3057265713555
35,Welland,14739,m,audi,1999,e-tron,used,782.6204398807113
25,London,23568,f,audi,2006,e-tron,used,1797.2248841389319
79,Strathcona County,18265,f,acura,2007,rsx,used,431.0226262028659
30,Sarnia,12550,m,nissan,2007,mirano,used,729.9089675128321
62,Trois-Rivieres,7550,f,bmw,1998,m3,used,462.75150530348395
73,Kelowna,2591,m,nissan,2005,mirano,used,579.0184821395106
82,Norfolk County,7806,m,toyota,2019,camry,new,729.9089675128321
74,New Westminster,17953,m,audi,2010,e-tron,used,782.6204398807113
74,Saskatoon,8466,f,tesla,2004,x,used,431.0226262028659
64,Blainville,3380,m,audi,2012,e-tron,used,773.5438201037869
26,Calgary,7690,m,nissan,2009,micro,used,2055.3057265713555
79,Brossard,24722,f,mercedes,2011,c,used,453.6748855265594
34,Kawartha Lakes,14512,m,bmw,2010,x5,used,782.6204398807113
26,Port Coquitlam,14091,f,mercedes,2018,s,used,1797.2248841389319
82,Belleville,14248,f,tesla,2002,3,used,421.94600642594145
37,Cape Breton,2774,f,chevy,2012,malibu,used,250.07292778535876
81,Saint John,8268,f,gmc,2008,sierra,used,410.04003293560464
61,Drummondville,24914,f,ford,2005,f150,used,400.9634131586801
54,Oakville,9330,f,honda,2002,civic,used,410.04003293560464
34,Port Coquitlam,2983,f,audi,2014,r8,used,311.8610199301626
34,Newmarket,14337,f,audi,2003,e-tron,used,462.75150530348395
64,North Vancouver,12992,f,ford,2004,explorer,used,410.04003293560464
69,Norfolk County,9435,m,nissan,2005,mirano,used,729.9089675128321
