age,city,dist,gender,make,year,model,new_used,quote
39,Saint-Jean-sur-Richelieu,4290,m,toyota,2001,corrola,used,77.02332699971278
54,Winnipeg,17807,m,tesla,2014,s,used,153.57782471044285
67,Prince George,7683,m,audi,2017,r8,used,286.9591026186475
53,Granby,9346,f,acura,2014,mdx,used,143.13504606173606
61,Thunder Bay,14389,f,toyota,2001,camry,used,67.93718216659151
56,Hamilton,10031,f,gmc,2016,terrain,used,66.58054835100602
74,Saint John,14797,f,mercedes,2002,g,used,277.8729577855262
47,Airdrie,23846,f,nissan,2016,micro,used,66.58054835100602
75,Chilliwack,22792,f,chevy,2004,malibu,used,66.58054835100602
68,Brampton,9364,f,mercedes,2007,g,used,276.5163239699407
60,New Westminster,15081,m,ford,2016,f150,used,77.02332699971278
20,Saint-Hyacinthe,24834,m,nissan,2007,micro,used,166.20342006084238
52,Barrie,20128,f,mercedes,2001,g,used,276.5163239699407
64,Terrebonne,19448,f,chevy,2004,equinox,used,67.93718216659151
29,New Westminster,13255,m,audi,2010,r8,used,376.13919567977706
79,Greater Sudbury,16120,f,acura,2010,mdx,used,143.13504606173606
22,St. Catharines,17314,m,gmc,2018,terrain,used,166.20342006084238
20,Regina,15783,m,toyota,2014,corrola,used,166.20342006084238
71,Pickering,3597,f,bmw,2016,i8,used,277.8729577855262
56,Chatham-Kent,23176,f,chevy,2006,malibu,used,66.58054835100602
77,Brossard,22909,f,acura,2009,rsx,used,143.13504606173606
30,Ottawa,16888,m,tesla,2018,s,used,153.57782471044285
81,Oshawa,7541,m,ford,2010,explorer,used,77.02332699971278
59,Pickering,15653,f,honda,2000,accord,used,67.93718216659151
84,Belleville,1698,m,toyota,2014,camry,used,72.8136828687754
56,Lethbridge,21969,f,acura,2001,rsx,used,144.49167987732156
41,Burnaby,2470,m,mercedes,2014,c,used,282.7494584877101
83,Brampton,17599,f,nissan,2004,mirano,used,66.58054835100602
58,Repentigny,23629,f,mercedes,2017,s,used,277.8729577855262
19,Quebec City,5908,f,tesla,2019,x,new,233.67177293845114
72,Kamloops,23845,f,nissan,1999,mirano,used,67.93718216659151
64,Longueuil,15753,m,tesla,2017,3,used,153.57782471044285
81,Kitchener,3765,f,honda,2007,civic,used,67.93718216659151
49,Cambridge,19191,m,tesla,2005,s,used,152.22119089485736
69,Gatineau,4497,f,honda,2019,accord,new,66.58054835100602
49,Vancouver,9697,f,ford,1999,explorer,used,67.93718216659151
42,St. Catharines,17186,m,honda,2013,civic,used,77.02332699971278
37,Oshawa,12168,f,gmc,2010,terrain,used,67.93718216659151
62,Pickering,24705,m,honda,2015,accord,used,77.02332699971278
76,Victoria,22794,f,chevy,2007,equinox,used,67.93718216659151
28,Halton Hills,17315,m,tesla,2016,s,used,241.40128395598694
26,Brossard,3246,m,ford,2004,focus,used,164.84678624525688
19,Drummondville,2582,m,tesla,2001,s,used,238.54827364063507
28,Peterborough,21016,m,tesla,2010,3,used,242.75791777157244
76,Norfolk County,6325,m,honda,1998,civic,used,77.02332699971278
23,Ajax,1759,m,nissan,2005,mirano,used,161.993775929905
18,Repentigny,14929,f,honda,2014,civic,used,157.1172752277211
75,Burnaby,7703,f,chevy,2017,malibu,used,66.58054835100602
23,Mississauga,5177,f,chevy,2000,equinox,used,157.1172752277211
46,Regina,19707,f,mercedes,2000,g,used,277.8729577855262
37,Windsor,21092,m,nissan,2008,micro,used,77.02332699971278
40,Welland,7572,m,bmw,2004,i8,used,286.9591026186475
36,Red Deer,11233,f,toyota,1998,camry,used,67.93718216659151
48,Markham,5595,f,acura,1999,mdx,used,144.49167987732156
43,Maple Ridge,6196,f,bmw,2010,x5,used,277.8729577855262
51,Grande Prairie,3530,m,nissan,2008,mirano,used,75.66669318412728
37,Maple Ridge,9241,m,honda,2011,civic,used,77.02332699971278
63,Sherbrooke,7152,f,mercedes,2017,g,used,277.8729577855262
44,Regina,1532,m,gmc,1998,sierra,used,74.1703166843609
45,Clarington,18265,m,toyota,2006,corrola,used,75.66669318412728
26,Red Deer,17695,f,ford,2014,focus,used,157.1172752277211
83,Laval,7296,f,ford,2000,f150,used,67.93718216659151
24,Belleville,11822,m,audi,1999,e-tron,used,374.78256186419156
69,Toronto,8556,f,mercedes,2016,s,used,277.8729577855262
29,Fredericton,23382,m,tesla,2014,3,used,241.40128395598694
41,Vaughan,20972,m,mercedes,2015,c,used,286.9591026186475
27,Greater Sudbury,17131,m,acura,2009,rsx,used,241.40128395598694
77,Calgary,11242,f,audi,2014,e-tron,used,276.5163239699407
45,Sarnia,14201,f,tesla,2015,x,used,144.49167987732156
44,Burlington,18202,m,mercedes,2012,g,used,285.602468803062
23,Langley,18259,f,gmc,2005,terrain,used,157.1172752277211
65,Vancouver,8345,f,toyota,2011,camry,used,67.93718216659151
37,New Westminster,23950,m,nissan,2001,micro,used,77.02332699971278
31,Peterborough,18147,f,honda,2000,accord,used,67.93718216659151
69,Montreal,17162,f,acura,2014,rsx,used,144.49167987732156
52,Cambridge,11993,m,audi,2018,e-tron,used,285.602468803062
33,North Bay,11923,m,honda,2006,civic,used,77.02332699971278
61,North Bay,20503,f,acura,2006,rsx,used,144.49167987732156
42,Saint-Hyacinthe,6336,f,toyota,2004,camry,used,67.93718216659151
69,Belleville,19627,m,tesla,2002,s,used,152.22119089485736
19,Longueuil,8704,f,chevy,2008,equinox,used,157.1172752277211
72,London,2420,m,ford,2016,f150,used,74.1703166843609
30,Gatineau,9864,f,acura,2012,rsx,used,143.13504606173606
23,Coquitlam,14518,f,toyota,2005,corrola,used,155.7606414121356
60,Aurora,24577,m,gmc,2016,terrain,used,75.66669318412728
25,Saint Catharines,23117,m,nissan,2017,micro,used,166.20342006084238
84,Saint Catharines,22893,f,mercedes,2014,s,used,277.8729577855262
21,Mississauga,16197,m,nissan,2001,micro,used,166.20342006084238
59,Windsor,13158,f,bmw,2003,m3,used,277.8729577855262
80,Kawartha Lakes,18498,m,mercedes,2017,g,used,286.9591026186475
65,Repentigny,23523,m,honda,2004,civic,used,77.02332699971278
59,Sault Ste. Marie,20971,m,tesla,2000,x,used,153.57782471044285
20,Quebec City,9482,f,chevy,2004,malibu,used,157.1172752277211
63,Barrie,12854,f,audi,1999,r8,used,276.5163239699407
19,Regina,6416,m,audi,1999,r8,used,376.13919567977706
54,Chilliwack,6272,f,gmc,2015,terrain,used,66.58054835100602
59,Mirabel,21670,m,ford,2013,explorer,used,77.02332699971278
56,Surrey,20374,f,chevy,2012,equinox,used,67.93718216659151
70,Belleville,8308,f,gmc,2002,terrain,used,66.58054835100602
32,Richmond,14948,m,gmc,2019,yukon,new,77.02332699971278
47,Richmond,19709,m,ford,2013,focus,used,77.02332699971278
40,Sault Ste. Marie,2996,f,audi,2000,e-tron,used,275.0199474701743
82,Delta,7946,f,ford,2012,focus,used,66.58054835100602
44,Moncton,20284,m,ford,2008,focus,used,77.02332699971278
24,Airdrie,16818,f,acura,2008,mdx,used,232.31513912286565
44,Port Coquitlam,17998,f,nissan,2015,mirano,used,67.93718216659151
22,Quebec City,13075,m,gmc,2017,yukon,used,166.20342006084238
21,Barrie,14814,f,honda,2000,accord,used,155.7606414121356
24,Maple Ridge,7622,m,toyota,2003,camry,used,166.20342006084238
18,Waterloo,13774,f,tesla,2008,s,used,233.67177293845114
18,St. Albert,7625,m,nissan,2012,mirano,used,166.20342006084238
67,Cambridge,19880,m,audi,2019,r8,new,285.602468803062
19,Saint-Jean-sur-Richelieu,14399,f,tesla,2013,x,used,233.67177293845114
75,Kitchener,9853,m,nissan,2006,micro,used,77.02332699971278
25,Halton Hills,20766,f,bmw,2007,m3,used,365.69641703107027
80,Granby,24302,f,chevy,2019,equinox,new,66.58054835100602
37,Saint-Jerome,21094,f,tesla,1998,x,used,144.49167987732156
39,Kamloops,15250,m,bmw,2001,i8,used,286.9591026186475
31,Surrey,17140,f,honda,2015,civic,used,67.93718216659151
52,Blainville,8128,m,tesla,2017,3,used,152.22119089485736
76,Burnaby,6141,m,acura,1998,rsx,used,152.22119089485736
22,Saint Albert,22272,f,mercedes,2005,s,used,367.0530508466558
40,Saint-Hyacinthe,9173,f,gmc,1998,terrain,used,67.93718216659151
57,Chatham-Kent,4602,f,mercedes,2002,s,used,276.5163239699407
26,Peterborough,2776,f,tesla,2000,s,used,230.81876262309927
42,Saint-Jean-sur-Richelieu,7339,f,toyota,2012,camry,used,67.93718216659151
18,Sarnia,17417,m,ford,1999,f150,used,166.20342006084238
26,Oakville,11309,f,ford,2012,focus,used,157.1172752277211
46,Blainville,21051,m,honda,1999,civic,used,75.66669318412728
54,Red Deer,22605,m,tesla,2003,3,used,153.57782471044285
63,Newmarket,13706,m,gmc,2010,yukon,used,77.02332699971278
38,Lethbridge,3157,m,acura,2001,rsx,used,153.57782471044285
57,Niagara Falls,19941,f,toyota,2018,corrola,used,67.93718216659151
46,Saint Catharines,24761,m,honda,2013,accord,used,77.02332699971278
18,Clarington,16262,m,audi,1999,r8,used,374.78256186419156
57,Barrie,17537,f,nissan,2001,mirano,used,66.58054835100602
18,Kawartha Lakes,2498,m,honda,2001,accord,used,163.3504097454905
44,Milton,18566,m,gmc,2010,yukon,used,77.02332699971278
44,Red Deer,2987,f,toyota,2006,corrola,used,65.08417185123962
62,Fredericton,15592,f,honda,2000,civic,used,66.58054835100602
36,North Vancouver,24536,m,chevy,2012,malibu,used,77.02332699971278
79,Markham,17325,m,tesla,2001,s,used,153.57782471044285
38,Saguenay,12442,m,gmc,2001,terrain,used,77.02332699971278
52,Terrebonne,21195,f,honda,2003,civic,used,67.93718216659151
36,Cape Breton,21059,m,bmw,2015,m3,used,285.602468803062
60,Hamilton,12022,f,audi,2001,r8,used,276.5163239699407
56,North Vancouver,24302,f,honda,2002,accord,used,67.93718216659151
46,Saint Catharines,4201,m,tesla,2010,s,used,153.57782471044285
22,Richmond,15550,f,chevy,2006,equinox,used,157.1172752277211
68,Windsor,14883,m,toyota,2008,corrola,used,77.02332699971278
71,Milton,24990,m,nissan,1998,micro,used,77.02332699971278
29,Laval,12806,f,audi,2004,e-tron,used,367.0530508466558
69,Saskatoon,10874,m,ford,2004,explorer,used,77.02332699971278
54,Brossard,19935,m,ford,2012,explorer,used,75.66669318412728
34,Wood Buffalo,10504,m,acura,2017,mdx,used,153.57782471044285
64,Victoria,2002,f,honda,2007,civic,used,65.08417185123962
71,Calgary,16331,f,acura,2010,rsx,used,143.13504606173606
63,Ottawa,1346,m,honda,1998,civic,used,74.1703166843609
20,Saint John,15025,f,gmc,2012,yukon,used,157.1172752277211
31,Whitby,3670,m,ford,2008,f150,used,77.02332699971278
53,Kitchener,4232,f,toyota,2008,camry,used,67.93718216659151
35,Nanaimo,5218,f,bmw,2011,i8,used,277.8729577855262
46,Hamilton,3783,f,honda,2003,civic,used,66.58054835100602
18,Maple Ridge,14134,f,mercedes,2015,s,used,367.0530508466558
29,Kamloops,2798,f,honda,2004,accord,used,154.2642649123692
30,North Vancouver,17224,f,honda,2000,civic,used,67.93718216659151
63,Gatineau,24542,m,chevy,2006,equinox,used,75.66669318412728
81,Hamilton,1264,m,acura,1998,rsx,used,149.36818057950546
83,Chilliwack,14266,f,gmc,2018,sierra,used,66.58054835100602
33,North Bay,13338,f,chevy,2019,malibu,new,67.93718216659151
50,Guelph,9924,m,acura,2018,rsx,used,152.22119089485736
