age,city,dist,gender,make,year,model,new_used,quote
36,Saint Catharines,18463,m,nissan,2015,mirano,used,409.1951899571895
60,Thunder Bay,11366,m,tesla,2000,x,used,419.98816632365237
45,Markham,23616,m,mercedes,2006,s,used,435.9721786837661
67,Edmonton,2799,m,ford,2013,f150,used,98.11579693186086
50,Aurora,8822,m,audi,2016,e-tron,used,313.2251784626149
43,Quebec City,23009,m,toyota,2003,camry,used,409.1951899571895
66,Victoria,15683,f,tesla,2012,3,used,417.2217119218644
39,Sherbrooke,14846,m,gmc,2011,sierra,used,409.1951899571895
73,Maple Ridge,12708,m,audi,2002,r8,used,435.9721786837661
59,Wood Buffalo,20132,m,bmw,2002,i8,used,435.9721786837661
24,Richmond Hill,21664,f,audi,2018,e-tron,used,442.1710271887285
76,Barrie,16535,m,toyota,2012,camry,used,286.44818973603816
56,North Vancouver,16033,f,nissan,2004,micro,used,406.42873555540154
55,Montreal,14197,f,toyota,2005,camry,used,406.42873555540154
56,Winnipeg,24478,f,acura,1998,rsx,used,417.2217119218644
80,Port Coquitlam,10157,f,chevy,2012,malibu,used,406.42873555540154
75,Sherbrooke,7152,f,honda,2016,accord,used,406.42873555540154
41,Brossard,5818,m,acura,1998,rsx,used,297.24116610250104
22,Langley,8143,m,acura,2003,mdx,used,428.95346923040256
49,Kelowna,13818,m,mercedes,2006,c,used,435.9721786837661
62,Norfolk County,3883,m,gmc,2011,yukon,used,409.1951899571895
46,Waterloo,16345,f,bmw,2015,m3,used,433.20572428197823
29,Laval,11507,f,ford,2002,focus,used,415.39403846215185
77,North Bay,1971,f,acura,2005,rsx,used,228.88931911768705
74,Cape Breton,13066,f,tesla,2010,s,used,294.47471170071316
77,Peterborough,3635,m,acura,2008,rsx,used,419.98816632365237
83,Drummondville,8415,f,audi,2013,e-tron,used,310.45872406082697
68,Milton,5982,m,honda,2018,civic,used,409.1951899571895
63,Saint John,18675,m,toyota,2005,camry,used,409.1951899571895
50,Thunder Bay,12304,m,acura,2002,rsx,used,419.98816632365237
42,Laval,13935,m,mercedes,1998,s,used,435.9721786837661
55,Saint-Jerome,11960,f,tesla,1999,x,used,417.2217119218644
82,Medicine Hat,1517,f,gmc,2003,terrain,used,218.09634275122417
19,Kelowna,17108,m,bmw,2006,x5,used,444.9374815905164
53,Halifax,21544,m,tesla,1998,x,used,297.24116610250104
34,Ajax,10106,f,chevy,2009,malibu,used,283.6817353342503
56,Langley,12114,m,tesla,2000,3,used,419.98816632365237
45,North Bay,11019,m,toyota,2007,camry,used,409.1951899571895
53,Windsor,8408,m,honda,2004,civic,used,409.1951899571895
70,Moncton,17278,m,honda,2003,civic,used,409.1951899571895
79,Richmond Hill,13565,f,bmw,1999,m3,used,433.20572428197823
31,Cambridge,3858,f,honda,2013,civic,used,283.6817353342503
71,Saint Albert,3159,m,honda,2001,civic,used,409.1951899571895
61,Saint Albert,24071,m,gmc,2014,terrain,used,409.1951899571895
46,Waterloo,8755,m,ford,2011,explorer,used,409.1951899571895
40,Guelph,10541,f,honda,2004,civic,used,283.6817353342503
49,Richmond,24588,m,toyota,2006,corrola,used,409.1951899571895
72,Cambridge,2856,m,acura,2013,mdx,used,108.90877329832374
18,Cambridge,1781,m,chevy,2014,malibu,used,107.08109983861112
61,Chatham-Kent,23423,f,mercedes,2010,s,used,310.45872406082697
53,Kitchener,5352,m,mercedes,1999,g,used,435.9721786837661
59,St. Albert,10255,f,honda,1999,civic,used,406.42873555540154
81,Airdrie,2022,f,audi,2011,e-tron,used,122.12633125664964
73,Vancouver,23640,f,mercedes,2019,s,new,433.20572428197823
83,Whitby,17762,m,toyota,2014,corrola,used,409.1951899571895
68,Halifax,21400,f,audi,2019,e-tron,new,310.45872406082697
22,Burlington,18725,f,toyota,2017,camry,used,292.64703824100053
22,Hamilton,21872,m,mercedes,2008,s,used,322.19048136936516
36,Port Coquitlam,14090,f,mercedes,1999,s,used,433.20572428197823
27,Peterborough,17070,f,audi,2009,e-tron,used,442.1710271887285
84,Markham,4527,m,ford,2006,focus,used,409.1951899571895
18,London,4424,m,gmc,2005,sierra,used,418.16049286393974
75,Prince George,19594,m,audi,2018,r8,used,435.9721786837661
36,Greater Sudbury,19198,f,tesla,2003,3,used,294.47471170071316
28,Belleville,17792,m,gmc,2014,sierra,used,295.41349264278847
46,Maple Ridge,12078,f,toyota,2010,corrola,used,406.42873555540154
33,Maple Ridge,21489,m,mercedes,1998,c,used,435.9721786837661
52,Delta,9690,m,toyota,2010,corrola,used,286.44818973603816
83,Saint John,20931,f,acura,2008,rsx,used,417.2217119218644
44,London,7705,f,ford,2003,explorer,used,406.42873555540154
84,Prince George,12095,f,mercedes,1999,s,used,433.20572428197823
32,Edmonton,17433,m,nissan,2008,mirano,used,286.44818973603816
47,Chilliwack,19720,f,tesla,2017,x,used,294.47471170071316
22,Newmarket,3791,f,tesla,1998,s,used,426.1870148286146
66,Maple Ridge,4082,f,honda,1998,accord,used,406.42873555540154
64,Repentigny,6361,f,toyota,2001,camry,used,406.42873555540154
81,Markham,13884,f,ford,2012,f150,used,406.42873555540154
53,Strathcona County,20291,m,toyota,2012,corrola,used,409.1951899571895
50,Ottawa,1800,m,audi,1999,e-tron,used,247.6397858795888
68,Mirabel,18638,m,nissan,2014,micro,used,409.1951899571895
80,Waterloo,14103,m,mercedes,2016,s,used,435.9721786837661
36,North Vancouver,17742,f,ford,2015,f150,used,406.42873555540154
50,Red Deer,12343,m,bmw,2014,x5,used,435.9721786837661
73,Brantford,11488,f,bmw,2009,x5,used,310.45872406082697
61,Saskatoon,10302,m,chevy,2013,equinox,used,409.1951899571895
34,Oakville,23817,m,honda,2007,accord,used,409.1951899571895
82,St. Catharines,5164,m,toyota,2014,camry,used,409.1951899571895
26,Saint John,10518,m,bmw,2017,i8,used,444.9374815905164
24,Delta,9905,f,chevy,2016,malibu,used,292.64703824100053
80,Richmond Hill,1715,m,acura,2002,mdx,used,231.655773519475
77,Newmarket,13501,f,audi,2003,e-tron,used,433.20572428197823
37,Langley,12003,m,acura,2018,rsx,used,419.98816632365237
36,Ajax,21644,m,chevy,2002,equinox,used,286.44818973603816
77,Delta,11336,f,audi,1998,r8,used,310.45872406082697
34,Quebec City,11436,m,nissan,2009,micro,used,409.1951899571895
19,Mississauga,1782,m,honda,2007,civic,used,229.8281000597624
43,Saguenay,19620,f,acura,2005,mdx,used,417.2217119218644
47,Brantford,14959,f,ford,2017,explorer,used,283.6817353342503
77,New Westminster,21184,m,acura,2017,mdx,used,419.98816632365237
23,North Vancouver,17206,m,bmw,2004,i8,used,444.9374815905164
66,Toronto,15739,m,honda,1998,civic,used,409.1951899571895
26,Halifax,17739,m,acura,2006,rsx,used,306.20646900925135
25,Halifax,21496,f,chevy,1999,equinox,used,292.64703824100053
71,Kelowna,5528,m,bmw,2009,i8,used,435.9721786837661
65,Edmonton,6914,m,tesla,2016,3,used,297.24116610250104
42,Kitchener,11284,f,nissan,2011,mirano,used,406.42873555540154
64,Lethbridge,7159,m,toyota,2005,corrola,used,409.1951899571895
58,Saint-Jerome,22417,m,tesla,2006,s,used,419.98816632365237
72,Newmarket,2776,m,gmc,2000,sierra,used,220.8627971530121
33,Moncton,13577,m,acura,2014,rsx,used,419.98816632365237
62,Saint-Jerome,10995,f,nissan,2015,mirano,used,406.42873555540154
49,Saint Albert,19278,f,tesla,2011,x,used,417.2217119218644
33,Vancouver,13807,m,tesla,2005,3,used,419.98816632365237
27,Victoria,11370,m,honda,2010,civic,used,418.16049286393974
64,Guelph,20537,f,toyota,2012,corrola,used,283.6817353342503
79,Surrey,13229,f,chevy,2009,malibu,used,406.42873555540154
79,Laval,22495,m,audi,2002,e-tron,used,435.9721786837661
31,Laval,18888,f,toyota,2009,camry,used,406.42873555540154
49,Lethbridge,3207,m,audi,2007,r8,used,435.9721786837661
48,Airdrie,3667,m,acura,2000,rsx,used,297.24116610250104
42,Whitby,9417,f,ford,2015,focus,used,406.42873555540154
75,Milton,8174,f,mercedes,2011,s,used,433.20572428197823
79,Milton,7989,f,tesla,2002,s,used,417.2217119218644
60,Medicine Hat,3503,f,ford,2000,focus,used,406.42873555540154
54,Burlington,7842,m,gmc,2004,sierra,used,286.44818973603816
60,North Bay,3096,f,chevy,2017,equinox,used,406.42873555540154
61,Saskatoon,17383,f,gmc,2013,terrain,used,406.42873555540154
39,Mirabel,14975,m,acura,2006,mdx,used,419.98816632365237
53,Peterborough,3790,f,nissan,2019,micro,new,406.42873555540154
73,Winnipeg,24092,m,bmw,2002,i8,used,435.9721786837661
20,Belleville,18562,f,nissan,2008,micro,used,292.64703824100053
23,Drummondville,12117,f,ford,2012,f150,used,292.64703824100053
70,Burlington,11441,f,ford,2004,explorer,used,283.6817353342503
36,Mississauga,9600,f,ford,2013,f150,used,406.42873555540154
76,Newmarket,8037,f,gmc,2002,sierra,used,406.42873555540154
56,Saint-Jerome,18682,f,gmc,2007,yukon,used,406.42873555540154
61,Hamilton,1993,m,gmc,2002,terrain,used,98.11579693186086
80,Drummondville,23330,m,audi,2000,r8,used,313.2251784626149
55,Oshawa,16888,f,audi,2018,r8,used,433.20572428197823
52,Caledon,15391,f,toyota,2011,corrola,used,283.6817353342503
33,Guelph,9452,f,toyota,2005,camry,used,283.6817353342503
48,Wood Buffalo,19435,f,mercedes,2015,c,used,433.20572428197823
47,Caledon,8385,f,chevy,2007,equinox,used,283.6817353342503
39,Cape Breton,14053,m,honda,2010,civic,used,286.44818973603816
80,Niagara Falls,24206,f,nissan,2017,micro,used,406.42873555540154
46,Coquitlam,14885,m,mercedes,2010,s,used,313.2251784626149
63,Victoria,2939,f,tesla,2011,3,used,228.88931911768705
55,Delta,4651,f,ford,2016,explorer,used,283.6817353342503
68,Cambridge,16994,f,chevy,1998,malibu,used,283.6817353342503
50,Oakville,19086,f,toyota,2017,camry,used,406.42873555540154
34,Kingston,17401,m,mercedes,2006,g,used,435.9721786837661
80,Saint-Jean-sur-Richelieu,12889,m,mercedes,2016,c,used,435.9721786837661
33,Whitby,8956,m,chevy,2015,malibu,used,409.1951899571895
65,Sherbrooke,18500,m,chevy,2012,malibu,used,409.1951899571895
60,Toronto,7681,m,tesla,2016,s,used,419.98816632365237
76,North Vancouver,21560,f,bmw,2000,x5,used,433.20572428197823
60,Coquitlam,5295,m,audi,2014,r8,used,313.2251784626149
44,Repentigny,4019,m,toyota,2002,camry,used,409.1951899571895
72,Calgary,9366,m,acura,1998,rsx,used,297.24116610250104
71,Port Coquitlam,15935,m,gmc,2002,terrain,used,409.1951899571895
19,Fredericton,17275,m,toyota,2015,corrola,used,295.41349264278847
45,Granby,20915,f,toyota,2007,camry,used,283.6817353342503
76,North Bay,6845,m,honda,2006,civic,used,409.1951899571895
75,North Vancouver,13525,m,nissan,2019,mirano,new,409.1951899571895
79,Maple Ridge,10725,m,tesla,2001,3,used,419.98816632365237
25,Kingston,7470,f,audi,2003,r8,used,442.1710271887285
69,Kingston,1793,m,acura,2007,rsx,used,231.655773519475
78,Guelph,24586,f,bmw,2015,i8,used,310.45872406082697
45,Niagara Falls,22193,f,acura,2009,mdx,used,417.2217119218644
42,St. Albert,4968,m,audi,2000,e-tron,used,435.9721786837661
61,Grande Prairie,15028,f,chevy,2001,equinox,used,283.6817353342503
58,Barrie,6024,m,ford,2001,f150,used,286.44818973603816
45,Surrey,20956,m,nissan,2011,mirano,used,409.1951899571895
23,St. Catharines,6506,m,mercedes,2006,c,used,444.9374815905164
68,Langley,17633,f,ford,2009,focus,used,406.42873555540154
37,Peterborough,7724,m,acura,2017,mdx,used,419.98816632365237
33,Oakville,15360,f,audi,2006,e-tron,used,433.20572428197823
30,North Vancouver,14689,f,acura,2018,mdx,used,417.2217119218644
23,Saint-Jerome,15982,f,chevy,2017,equinox,used,415.39403846215185
68,Gatineau,9395,m,toyota,2018,corrola,used,286.44818973603816
20,Barrie,10981,f,honda,2007,civic,used,292.64703824100053
50,Oakville,17434,m,bmw,2017,x5,used,435.9721786837661
54,Maple Ridge,22852,f,mercedes,2017,s,used,433.20572428197823
18,Wood Buffalo,16676,f,mercedes,2014,g,used,442.1710271887285
55,Saint John,5744,f,ford,2000,f150,used,406.42873555540154
32,Halifax,24538,m,acura,2005,mdx,used,297.24116610250104
18,Vaughan,13311,m,gmc,2009,sierra,used,418.16049286393974
50,Ajax,4555,f,nissan,2005,micro,used,283.6817353342503
26,Saint John,19483,m,ford,2001,explorer,used,418.16049286393974
49,Prince George,21416,m,nissan,1999,mirano,used,409.1951899571895
78,St. Albert,16895,f,honda,2010,civic,used,406.42873555540154
22,Kamloops,7039,m,audi,2006,r8,used,444.9374815905164
82,Victoria,18475,f,gmc,2005,yukon,used,406.42873555540154
64,Oshawa,21982,f,ford,2000,focus,used,406.42873555540154
64,Saint-Jerome,18041,m,acura,2003,rsx,used,419.98816632365237
28,Kelowna,23680,f,honda,2002,accord,used,415.39403846215185
84,Saskatoon,23948,m,audi,2010,e-tron,used,435.9721786837661
44,Whitby,13379,m,bmw,1999,i8,used,435.9721786837661
76,Windsor,24400,m,nissan,2009,micro,used,409.1951899571895
35,Saguenay,17911,m,toyota,1999,corrola,used,409.1951899571895
77,Sarnia,2403,m,nissan,2007,micro,used,220.8627971530121
48,Trois-Rivieres,3549,m,tesla,2008,x,used,419.98816632365237
39,Milton,3560,f,bmw,2003,x5,used,433.20572428197823
74,Abbotsford,13779,m,gmc,2011,yukon,used,286.44818973603816
19,Aurora,6731,f,bmw,2011,i8,used,319.4240269675772
51,Brantford,1560,f,chevy,2010,equinox,used,95.34934253007293
67,Kitchener,19793,m,toyota,2015,camry,used,409.1951899571895
24,Moncton,6637,f,nissan,2015,micro,used,415.39403846215185
71,Drummondville,23609,m,ford,2018,f150,used,286.44818973603816
24,Winnipeg,9466,f,mercedes,2014,c,used,442.1710271887285
48,Pickering,5969,f,gmc,2014,yukon,used,406.42873555540154
78,St. Catharines,21749,m,toyota,2013,camry,used,409.1951899571895
59,Terrebonne,10740,f,toyota,2012,camry,used,406.42873555540154
40,Trois-Rivieres,21019,m,chevy,2005,malibu,used,409.1951899571895
28,Waterloo,22734,f,bmw,2002,m3,used,442.1710271887285
47,Montreal,19443,f,chevy,2013,equinox,used,406.42873555540154
37,Wood Buffalo,8338,f,chevy,2005,equinox,used,406.42873555540154
79,Kamloops,4510,f,gmc,2018,sierra,used,406.42873555540154
20,London,22055,m,toyota,2007,corrola,used,418.16049286393974
26,Brampton,24583,f,tesla,2000,x,used,303.4400146074634
49,Norfolk County,24558,m,honda,2010,civic,used,409.1951899571895
51,Regina,21005,m,nissan,2007,mirano,used,409.1951899571895
42,Sarnia,15162,m,nissan,2002,mirano,used,409.1951899571895
67,Sarnia,17553,f,bmw,2015,m3,used,433.20572428197823
49,Kingston,11946,m,toyota,2005,corrola,used,409.1951899571895
28,Coquitlam,23796,m,chevy,2014,equinox,used,295.41349264278847
46,Oakville,19536,f,tesla,2006,3,used,417.2217119218644
34,Cambridge,8449,m,chevy,2004,malibu,used,286.44818973603816
59,Strathcona County,11430,m,nissan,2017,mirano,used,409.1951899571895
52,Abbotsford,3484,f,nissan,2004,micro,used,283.6817353342503
22,Norfolk County,22525,m,chevy,2014,malibu,used,418.16049286393974
42,Strathcona County,4867,f,gmc,2009,terrain,used,406.42873555540154
31,Windsor,17410,m,mercedes,1999,c,used,435.9721786837661
40,Langley,9323,f,bmw,1998,i8,used,433.20572428197823
61,Saguenay,10740,m,acura,2011,mdx,used,419.98816632365237
31,Medicine Hat,22182,f,mercedes,2008,c,used,433.20572428197823
55,Saguenay,24746,f,ford,2000,explorer,used,406.42873555540154
18,Cambridge,8776,m,gmc,2006,sierra,used,295.41349264278847
47,Prince George,11250,m,gmc,2010,yukon,used,409.1951899571895
67,Granby,1827,m,toyota,2003,corrola,used,98.11579693186086
70,Chilliwack,20879,f,gmc,2015,sierra,used,283.6817353342503
66,Saint Albert,17275,m,gmc,2008,yukon,used,409.1951899571895
24,Quebec City,17294,f,ford,2006,explorer,used,415.39403846215185
31,Burnaby,11547,m,bmw,2017,x5,used,313.2251784626149
46,Wood Buffalo,16136,f,nissan,2007,mirano,used,406.42873555540154
67,Regina,21640,f,ford,2019,focus,new,406.42873555540154
21,Gatineau,9468,m,nissan,2012,mirano,used,295.41349264278847
23,Brossard,12694,f,chevy,2000,malibu,used,292.64703824100053
76,Port Coquitlam,2784,f,tesla,2008,x,used,228.88931911768705
49,Quebec City,21131,m,ford,2018,focus,used,409.1951899571895
50,Pickering,9208,m,ford,2015,f150,used,409.1951899571895
45,Terrebonne,9487,m,bmw,2013,m3,used,435.9721786837661
75,Chilliwack,22260,m,acura,2018,rsx,used,297.24116610250104
62,Terrebonne,21421,m,bmw,2001,m3,used,435.9721786837661
45,Maple Ridge,24539,m,bmw,2005,x5,used,435.9721786837661
55,Wood Buffalo,16333,f,chevy,2015,equinox,used,406.42873555540154
44,Winnipeg,8956,m,bmw,2003,i8,used,435.9721786837661
44,Norfolk County,16936,m,tesla,1999,3,used,419.98816632365237
27,Calgary,14346,f,mercedes,2005,c,used,319.4240269675772
84,Chilliwack,2125,m,bmw,2000,x5,used,124.89278565843756
46,Laval,19795,f,gmc,2000,sierra,used,406.42873555540154
39,Calgary,9053,f,audi,2014,e-tron,used,310.45872406082697
22,North Vancouver,13108,m,tesla,2001,3,used,428.95346923040256
58,Airdrie,23328,f,gmc,1998,terrain,used,283.6817353342503
18,Waterloo,22772,m,acura,2016,rsx,used,428.95346923040256
67,Halifax,6863,m,mercedes,2008,s,used,313.2251784626149
58,Ajax,1799,f,chevy,2007,equinox,used,95.34934253007293
59,Vaughan,19672,f,mercedes,2013,c,used,433.20572428197823
22,Prince George,1220,m,honda,2000,accord,used,229.8281000597624
59,Markham,16345,f,nissan,2008,micro,used,406.42873555540154
63,Medicine Hat,21698,m,audi,2017,r8,used,435.9721786837661
52,Caledon,24399,f,bmw,2015,x5,used,310.45872406082697
45,Red Deer,21074,f,acura,2003,mdx,used,417.2217119218644
21,Oakville,4828,m,tesla,2004,x,used,428.95346923040256
54,Saint-Hyacinthe,19275,m,tesla,2002,x,used,419.98816632365237
22,Richmond,11310,f,honda,2008,accord,used,415.39403846215185
69,Kawartha Lakes,8398,m,ford,2016,focus,used,409.1951899571895
78,Saskatoon,16432,f,bmw,2002,x5,used,433.20572428197823
26,Granby,14756,m,toyota,2013,corrola,used,295.41349264278847
45,St. Albert,9851,f,nissan,2007,mirano,used,406.42873555540154
42,North Bay,13402,f,acura,2010,rsx,used,417.2217119218644
45,Kitchener,23957,m,honda,2013,accord,used,409.1951899571895
71,Caledon,22019,m,honda,2011,accord,used,286.44818973603816
19,Oakville,6743,m,toyota,2010,camry,used,418.16049286393974
46,Norfolk County,20647,m,honda,2019,civic,new,409.1951899571895
71,Brampton,8707,f,mercedes,2009,s,used,310.45872406082697
30,Oakville,7604,f,bmw,2000,x5,used,433.20572428197823
76,Oshawa,21513,m,bmw,2019,m3,new,435.9721786837661
57,Sherbrooke,10531,m,toyota,2015,corrola,used,409.1951899571895
40,Port Coquitlam,18665,f,nissan,2014,micro,used,406.42873555540154
30,Drummondville,2909,m,honda,2000,accord,used,98.11579693186086
38,Maple Ridge,5438,m,acura,2019,mdx,new,419.98816632365237
43,St. Catharines,23724,f,tesla,2018,s,used,417.2217119218644
33,Richmond,19707,f,chevy,2000,equinox,used,406.42873555540154
27,Lethbridge,4837,f,honda,2013,accord,used,415.39403846215185
82,Halifax,23059,m,bmw,2006,m3,used,313.2251784626149
50,Kawartha Lakes,4078,m,mercedes,2015,g,used,435.9721786837661
18,Montreal,15995,m,mercedes,2014,g,used,444.9374815905164
84,Windsor,21130,m,toyota,2010,camry,used,409.1951899571895
19,Sarnia,17169,m,honda,2012,accord,used,418.16049286393974
20,Ajax,23723,f,gmc,1999,terrain,used,292.64703824100053
40,Windsor,13041,m,acura,2009,rsx,used,419.98816632365237
31,Chatham-Kent,12090,f,honda,2013,accord,used,283.6817353342503
73,Strathcona County,21072,f,audi,2005,e-tron,used,433.20572428197823
56,Sault Ste. Marie,22581,f,audi,2006,e-tron,used,433.20572428197823
58,Brampton,20488,m,toyota,2008,corrola,used,286.44818973603816
75,Strathcona County,14290,m,bmw,1999,x5,used,435.9721786837661
43,Sault Ste. Marie,9144,m,nissan,2014,micro,used,409.1951899571895
53,Calgary,13915,m,ford,2018,f150,used,286.44818973603816
66,Waterloo,7610,f,toyota,2001,camry,used,406.42873555540154
42,Richmond,12549,f,nissan,2000,micro,used,406.42873555540154
73,Chilliwack,7111,m,nissan,2001,mirano,used,286.44818973603816
83,Mississauga,12149,m,nissan,2006,micro,used,409.1951899571895
20,Surrey,10724,f,audi,2006,r8,used,442.1710271887285
35,Granby,4946,m,gmc,2014,yukon,used,286.44818973603816
32,Caledon,12057,f,gmc,2016,yukon,used,283.6817353342503
44,Wood Buffalo,3478,f,toyota,2016,camry,used,406.42873555540154
68,Airdrie,24463,m,audi,2007,r8,used,313.2251784626149
48,St. Albert,5297,m,gmc,2001,sierra,used,409.1951899571895
77,Norfolk County,3369,f,bmw,2001,i8,used,433.20572428197823
75,Windsor,22120,m,acura,2008,mdx,used,419.98816632365237
52,St. John,11986,f,audi,2006,r8,used,433.20572428197823
81,Surrey,22931,m,bmw,2013,x5,used,435.9721786837661
54,Caledon,24580,m,bmw,2015,m3,used,313.2251784626149
66,Caledon,22144,m,ford,2014,explorer,used,286.44818973603816
58,Halifax,13050,f,bmw,2001,x5,used,310.45872406082697
48,Vaughan,18241,f,acura,2019,rsx,new,417.2217119218644
44,Coquitlam,23786,f,acura,2015,mdx,used,294.47471170071316
18,Delta,22440,m,mercedes,2000,s,used,322.19048136936516
74,Kelowna,10219,f,chevy,2018,malibu,used,406.42873555540154
65,St. Catharines,22874,m,nissan,1999,micro,used,409.1951899571895
82,Belleville,17308,f,tesla,2009,s,used,294.47471170071316
31,Pickering,17699,m,bmw,2009,i8,used,435.9721786837661
52,Halton Hills,6317,f,toyota,2006,camry,used,283.6817353342503
29,Oakville,4577,m,audi,2005,e-tron,used,444.9374815905164
60,Vaughan,17003,f,tesla,2009,s,used,417.2217119218644
52,Wood Buffalo,9572,f,tesla,2002,x,used,417.2217119218644
67,Sault Ste. Marie,9651,m,audi,2014,e-tron,used,435.9721786837661
37,North Bay,24464,f,nissan,1998,mirano,used,406.42873555540154
63,Pickering,16169,f,chevy,2017,malibu,used,406.42873555540154
84,Trois-Rivieres,13971,f,tesla,1999,3,used,417.2217119218644
36,Burlington,1716,m,mercedes,2016,g,used,124.89278565843756
49,Granby,17223,m,toyota,2019,camry,new,286.44818973603816
55,Airdrie,16491,f,gmc,2017,terrain,used,283.6817353342503
50,Quebec City,19588,f,nissan,2013,micro,used,406.42873555540154
24,Victoria,7943,f,tesla,2006,3,used,426.1870148286146
42,Regina,7467,m,toyota,2011,corrola,used,409.1951899571895
75,Trois-Rivieres,18749,f,toyota,1998,camry,used,406.42873555540154
30,Langley,14892,f,honda,2012,accord,used,406.42873555540154
23,North Bay,18126,f,mercedes,2010,c,used,442.1710271887285
61,Medicine Hat,20685,m,toyota,2012,corrola,used,409.1951899571895
77,Sarnia,10894,m,gmc,2016,yukon,used,409.1951899571895
25,Belleville,20750,f,gmc,2003,sierra,used,292.64703824100053
48,Toronto,1598,f,ford,2006,explorer,used,218.09634275122417
29,Sault Ste. Marie,10476,f,toyota,2003,corrola,used,415.39403846215185
44,Saint-Hyacinthe,20208,m,honda,2018,civic,used,409.1951899571895
61,St. Catharines,15876,f,gmc,1998,terrain,used,406.42873555540154
44,Caledon,11130,f,mercedes,2006,g,used,310.45872406082697
61,Regina,3550,f,nissan,2009,mirano,used,406.42873555540154
54,Kawartha Lakes,8930,f,bmw,2019,m3,new,433.20572428197823
42,Cape Breton,4204,f,gmc,2001,terrain,used,283.6817353342503
36,Port Coquitlam,8213,f,mercedes,2004,c,used,433.20572428197823
29,Gatineau,22555,m,mercedes,1999,g,used,322.19048136936516
53,Saskatoon,13817,f,chevy,2010,equinox,used,406.42873555540154
25,Mirabel,14388,m,nissan,2010,micro,used,418.16049286393974
34,St. Catharines,16738,m,honda,2011,civic,used,409.1951899571895
48,Guelph,5173,f,gmc,2001,terrain,used,283.6817353342503
38,Terrebonne,3507,f,toyota,1998,camry,used,406.42873555540154
74,Fredericton,19740,f,audi,2010,e-tron,used,310.45872406082697
62,Laval,22222,m,bmw,2002,m3,used,435.9721786837661
35,Delta,23063,m,chevy,2002,malibu,used,286.44818973603816
80,Calgary,12582,f,gmc,2002,yukon,used,283.6817353342503
